title,published,id,url,main_topic,all_topics,authors,year
Optical calibration of large format adaptive mirrors,2022-10-10 12:07:01+00:00,158,"""http://arxiv.org/pdf/2210.04608v1""",astro-ph.IM,['astro-ph.IM'],"['RUNA BRIGUGLIO', 'MARCO XOMPERO', 'ARMANDO RICCARDI']",2022
YFACC: A Yorùbá speech-image dataset for cross-lingual keyword localisation through visual grounding,2022-10-10 11:58:10+00:00,159,"""http://arxiv.org/pdf/2210.04600v1""",cs.CL,"['cs.CL', 'eess.AS']","['KAYODE OLALEYE', 'DAN ONEATA', 'HERMAN KAMPER']",2022
Dissociation limit of the H2 molecule in the particle-hole random phase approximation,2022-10-10 11:54:27+00:00,160,"""http://arxiv.org/pdf/2210.04593v1""",math.AP,"['math.AP', 'math-ph', 'math.MP']","['MI-SONG DUPUY', 'KYLE THICKE']",2022
The Small Solution Hypothesis for MAPF on Directed Graphs Is True,2022-10-10 11:51:16+00:00,161,"""http://arxiv.org/pdf/2210.04590v1""",cs.AI,"['cs.AI', 'cs.MA', 'I.2.8']",['BERNHARD NEBEL'],2022
Analysis methods for in-beam PET images in proton therapy treatment verification: a comparison based on Monte Carlo simulations,2022-10-10 11:41:00+00:00,162,"""http://arxiv.org/pdf/2210.04584v1""",physics.med-ph,['physics.med-ph'],"['M. MOGLIONI', 'A. C. KRAAN', 'A. BERTI', 'P. CARRA', 'P. CERELLO', 'M. CIOCCA', 'V. FERRERO', 'E. FIORINA', 'E. MAZZONI', 'M. MORROCCHI', 'F. PENNAZIO', 'A. RETICO', 'V. ROSSO', 'G. SPORTELLI', 'V. VITOLO', 'G. BISOGNI']",2022
Topological invariants based on generalized position operators and application to the interacting Rice-Mele model,2022-10-10 11:32:08+00:00,163,"""http://arxiv.org/pdf/2210.04577v1""",cond-mat.str-el,['cond-mat.str-el'],['ARMANDO A. ALIGIA'],2022
Modular Multi-Copter Structure Control for Cooperative Aerial Cargo Transportation,2022-10-10 11:21:13+00:00,164,"""http://arxiv.org/pdf/2210.04571v1""",cs.RO,['cs.RO'],"['DIMITRIS CHAIKALIS', 'NIKOLAOS EVANGELIOU', 'ANTHONY TZES', 'FARSHAD KHORRAMI']",2022
Design of a tabletop interferometer with quantum amplification,2022-10-10 11:08:57+00:00,165,"""http://arxiv.org/pdf/2210.04566v1""",quant-ph,"['quant-ph', 'physics.ins-det']","['JIRI SMETANA', 'ARTEMIY DMITRIEV', 'CHUNNONG ZHAO', 'HAIXING MIAO', 'DENIS MARTYNOV']",2022
Time Reversed States in Barrier Tunneling,2022-10-10 11:05:27+00:00,166,"""http://arxiv.org/pdf/2210.04564v1""",cond-mat.mes-hall,['cond-mat.mes-hall'],"['KANCHAN MEENA', 'P. SINGHA DEO']",2022
"Using Detection, Tracking and Prediction in Visual SLAM to Achieve Real-time Semantic Mapping of Dynamic Scenarios",2022-10-10 11:03:32+00:00,167,"""http://arxiv.org/pdf/2210.04562v1""",cs.CV,['cs.CV'],"['XINGYU CHEN', 'JIANRU XUE', 'JIANWU FANG', 'YUXIN PAN', 'NANNING ZHENG']",2022
A Comparative Study of Disordered and Ordered Protein Folding Dynamics Using Computational Simulation,2022-10-10 10:54:03+00:00,168,"""http://arxiv.org/pdf/2210.04557v1""",cond-mat.soft,"['cond-mat.soft', 'cond-mat.mes-hall', 'physics.bio-ph', 'physics.med-ph']",['RICKIE XIAN'],2022
Singular behavior of the velocity moments for inelastic Maxwell mixtures in the homogeneous cooling state,2022-10-10 10:29:25+00:00,169,"""http://arxiv.org/pdf/2210.04544v1""",cond-mat.stat-mech,['cond-mat.stat-mech'],"['CONSTANTINO SÁNCHEZ ROMERO', 'VICENTE GARZÓ']",2022
A Systematic Literature Review of the Tension between the GDPR and Public Blockchain Systems,2022-10-10 10:25:38+00:00,170,"""http://arxiv.org/pdf/2210.04541v1""",cs.CR,['cs.CR'],"['RAHIME BELEN-SAGLAM', 'ENES ALTUNCU', 'YANG LU', 'SHUJUN LI']",2022
Superfluid Hydrodynamics of multi-component Bosonic systems,2022-10-10 10:19:27+00:00,171,"""http://arxiv.org/pdf/2210.04540v1""",cond-mat.quant-gas,['cond-mat.quant-gas'],"['F. ZHANG', 'L. YIN']",2022
Towards an efficient and risk aware strategy for guiding farmers in identifying best crop management,2022-10-10 10:11:10+00:00,172,"""http://arxiv.org/pdf/2210.04537v1""",cs.AI,['cs.AI'],"['ROMAIN GAUTRON', 'DORIAN BAUDRY', 'MYRIAM ADAM', 'GATIEN N FALCONNIER', 'MARC CORBEELS']",2022
Belief functions on ordered frames of discernment,2022-10-10 10:09:32+00:00,173,"""http://arxiv.org/pdf/2210.04535v1""",cs.AI,"['cs.AI', 'cs.MA', 'cs.SI']","['ARNAUD MARTIN', 'CAMILLES NOÛS']",2022
Orbital order and ferromagnetism in LaMnO3 doped with Ga,2022-10-10 09:28:45+00:00,174,"""http://arxiv.org/pdf/2210.04516v1""",cond-mat.str-el,"['cond-mat.str-el', 'cond-mat.other']","['C. AUTIERI', 'M. CUOCO', 'G. CUONO', 'S. PICOZZI', 'C. NOCE']",2022
On one-dimensional Bose gases with two- and (critical) attractive three-body interactions,2022-10-10 09:28:07+00:00,175,"""http://arxiv.org/pdf/2210.04515v1""",math-ph,"['math-ph', 'cond-mat.quant-gas', 'math.MP', '81V70, 35J10, 82B10, 82D05']","['DINH-THI NGUYEN', 'JULIEN RICAUD']",2022
Numerical stability and efficiency of response property calculations in density functional theory,2022-10-10 09:23:30+00:00,176,"""http://arxiv.org/pdf/2210.04512v1""",math.NA,"['math.NA', 'cond-mat.mtrl-sci', 'cs.NA']","['ERIC CANCÈS', 'MICHAEL F HERBST', 'GASPARD KEMLIN', 'ANTOINE LEVITT', 'BENJAMIN STAMM']",2022
Prey-Predator models on graphs,2022-10-10 09:17:44+00:00,177,"""http://arxiv.org/pdf/2210.04507v1""",math.AP,['math.AP'],"['YUANYANG HU', 'CHENGXIA LEI']",2022
Transformer-based Localization from Embodied Dialog with Large-scale Pre-training,2022-10-10 17:25:06+00:00,178,"""http://arxiv.org/pdf/2210.04864v1""",cs.CV,"['cs.CV', 'cs.AI', 'cs.CL']","['MEERA HAHN', 'JAMES M. REHG']",2022
Associated $φ$ and $J/Ψ$ photoproduction in ultraperipheral $PbPb$ collisions at the Large Hadron Collider and Future Circular Collider,2022-10-10 17:22:58+00:00,179,"""http://arxiv.org/pdf/2210.04861v1""",hep-ph,"['hep-ph', 'hep-ex']","['CELSINA N. AZEVEDO', 'VICTOR P. GONCALVES', 'BRUNO D. MOREIRA']",2022
The JWST High Redshift Observations and Primordial Non-Gaussianity,2022-10-10 16:15:20+00:00,180,"""http://arxiv.org/pdf/2210.04812v1""",astro-ph.CO,"['astro-ph.CO', 'gr-qc']","['M. BIAGETTI', 'G. FRANCIOLINI', 'A. RIOTTO']",2022
Multi-timescale averaging for minimal microswimmer models: boundaries and interactions,2022-10-10 15:29:38+00:00,181,"""http://arxiv.org/pdf/2210.04771v1""",physics.flu-dyn,['physics.flu-dyn'],"['BENJAMIN J. WALKER', 'KENTA ISHIMOTO', 'EAMONN A. GAFFNEY']",2022
Analytical and Numerical Study of the Non-uniformity induced Type II Asymmetric Cap Shock Mach Reflection in Over-expanded Supersonic Jets,2022-10-10 14:13:05+00:00,182,"""http://arxiv.org/pdf/2210.04713v1""",physics.flu-dyn,['physics.flu-dyn'],"['JUSTIN KIN JUN HEW', 'ROD W. BOSWELL', 'CHRISTOPH FEDERRATH', 'RAJESH GOPALAPILLAI', 'VINOTH PARAMANANTHAM']",2022
Low-energy M1 states in deformed nuclei: spin-scissors or spin-flip?,2022-10-10 13:58:31+00:00,183,"""http://arxiv.org/pdf/2210.04701v1""",nucl-th,['nucl-th'],"['V. O. NESTERENKO', 'P. I. VISHNEVSKIY', 'A. REPKO', 'J. KVASIL']",2022
Range margin reduction in carbon ion therapy: potential benefits of using radioactive ion beams,2022-10-10 13:33:06+00:00,184,"""http://arxiv.org/pdf/2210.04684v1""",physics.med-ph,"['physics.med-ph', 'nucl-ex']","['OLGA SOKOL', 'LAURA CELLA', 'DARIA BOSCOLO', 'FELIX HORST', 'CATERINA OLIVIERO', 'ROBERTO PACELLI', 'GIUSEPPE PALMA', 'MICOL DE SIMONI', 'MANUEL CONSON', 'MARA CAROPRESE', 'ULRICH WEBER', 'CHRISTIAN GRAEFF', 'KATIA PARODI', 'MARCO DURANTE']",2022
Simulations of magnetic Bragg scattering in transmission electron microscopy,2022-10-10 13:30:40+00:00,185,"""http://arxiv.org/pdf/2210.04679v1""",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"['JUSTYN SNARSKI-ADAMSKI', 'ALEXANDER EDSTRÖM', 'PAUL ZEIGER', 'JOSÉ ÁNGEL CASTELLANOS-REYES', 'KEENAN LYON', 'MIROSŁAW WERWIŃSKI', 'JÁN RUSZ']",2022
A CNN Based Approach for the Point-Light Photometric Stereo Problem,2022-10-10 12:57:12+00:00,186,"""http://arxiv.org/pdf/2210.04655v1""",cs.CV,['cs.CV'],"['FOTIOS LOGOTHETIS', 'ROBERTO MECCA', 'IGNAS BUDVYTIS', 'ROBERTO CIPOLLA']",2022
"Multivariate Alexander quandles, V. Constructing the medial quandle of a link",2022-10-10 12:09:35+00:00,187,"""http://arxiv.org/pdf/2210.04611v1""",math.GT,['math.GT'],['LORENZO TRALDI'],2022
Optoelectronic and stability properties of quasi-2D alkylammonium based perovskites,2022-10-10 11:56:27+00:00,188,"""http://arxiv.org/pdf/2210.04596v1""",cond-mat.mtrl-sci,['cond-mat.mtrl-sci'],"['N. FILIPOIU', 'ANCA G. MIREA', 'SARAH DERBALI', 'C. -A. PANTIS-SIMUT', 'D. -V. ANGHEL', 'A. MANOLESCU', 'IOANA PINTILIE', 'MIHAELA FLOREA', 'G. A. NEMNES']",2022
Impact of inclusive jet cross sections with low transverse momenta on the determination of gluon parton distributions in pp collisions,2022-10-10 11:54:08+00:00,189,"""http://arxiv.org/pdf/2210.04592v1""",hep-ph,"['hep-ph', 'hep-ex']","['DENIZ SUNAR CERCI', 'SALIM CERCI', 'KATARZYNA WICHMANN']",2022
Unveiling bosonic string effects in Wilson loops via boundary action in SU(2) Yang-Mills theory,2022-10-10 11:43:27+00:00,190,"""http://arxiv.org/pdf/2210.04586v1""",hep-th,"['hep-th', 'hep-lat', 'hep-ph', 'nucl-th']","['M. N. KHALIL', 'A. KHALAF', 'A. BAKRY', 'M. DELIYERGIYEV', 'A. GALAL', 'M. KOTEB', 'M. OKASHA', 'S AHMED']",2022
High-Order Parametrization of the Hypergeometric-Meijer Approximants,2022-10-10 11:30:43+00:00,191,"""http://arxiv.org/pdf/2210.04575v1""",hep-th,['hep-th'],['ABOUZEID M. SHALABY'],2022
The Eyecandies Dataset for Unsupervised Multimodal Anomaly Detection and Localization,2022-10-10 11:19:58+00:00,192,"""http://arxiv.org/pdf/2210.04570v1""",cs.CV,['cs.CV'],"['LUCA BONFIGLIOLI', 'MARCO TOSCHI', 'DAVIDE SILVESTRI', 'NICOLA FIORAIO', 'DANIELE DE GREGORIO']",2022
Stability of thermally bistable states and their switching in superconducting weak link,2022-10-10 10:11:57+00:00,193,"""http://arxiv.org/pdf/2210.04538v1""",cond-mat.supr-con,"['cond-mat.supr-con', 'cond-mat.mes-hall']","['SOURAV BISWAS', 'PANKAJ WAHI', 'ANJAN KUMAR GUPTA']",2022
Multiplicity dependence of charged-particle jet production in pp collisions at 13 TeV with ALICE,2022-10-10 09:21:34+00:00,194,"""http://arxiv.org/pdf/2210.04511v1""",hep-ex,"['hep-ex', 'nucl-ex']",['DEBJANI BANERJEE'],2022
Leave-Group-Out Cross-Validation For Latent Gaussian Models,2022-10-10 08:13:49+00:00,195,"""http://arxiv.org/pdf/2210.04482v1""",stat.CO,"['stat.CO', 'stat.AP', 'stat.ME']","['ZHEDONG LIU', 'HAAVARD RUE']",2022
Leveraging Key Information Modeling to Improve Less-Data Constrained News Headline Generation via Duality Fine-Tuning,2022-10-10 07:59:36+00:00,196,"""http://arxiv.org/pdf/2210.04473v1""",cs.CL,['cs.CL'],"['ZHUOXUAN JIANG', 'LINGFENG QIAO', 'DI YIN', 'SHANSHAN FENG', 'BO REN']",2022
Uncertainty-aware LiDAR Panoptic Segmentation,2022-10-10 07:54:57+00:00,197,"""http://arxiv.org/pdf/2210.04472v1""",cs.CV,"['cs.CV', 'cs.RO']","['KSHITIJ SIROHI', 'SAJAD MARVI', 'DANIEL BÜSCHER', 'WOLFRAM BURGARD']",2022
"Strange hidden-charm $P_{ψs}^Λ(4459)$ and $P_{ψ s}^Λ(4338)$ pentaquarks and additional $P_{ψs}^Λ$, $P_{ψ s}^Σ$ and $P_{ψss}^N$ candidates in a quark model approach",2022-10-10 07:20:30+00:00,198,"""http://arxiv.org/pdf/2210.04465v1""",hep-ph,"['hep-ph', 'hep-ex']","['PABLO G. ORTEGA', 'DAVID R. ENTEM', 'FRANCISCO FERNANDEZ']",2022
The Perkins INfrared Exosatellite Survey (PINES) II. Transit Candidates and Implications for Planet Occurrence around L and T Dwarfs,2022-10-10 07:11:02+00:00,199,"""http://arxiv.org/pdf/2210.04462v1""",astro-ph.EP,"['astro-ph.EP', 'astro-ph.IM', 'astro-ph.SR']","['PATRICK TAMBURO', 'PHILIP S. MUIRHEAD', 'ALLISON M. MCCARTHY', 'MURDOCK HART', 'JOHANNA M. VOS', 'ERIC AGOL', 'CHRISTOPHER THEISSEN', 'DAVID GRACIA', 'DANIELLA C. BARDALEZ GAGLIUFFI', 'JACQUELINE FAHERTY']",2022
The Guilty (Silicon) Mind: Blameworthiness and Liability in Human-Machine Teaming,2022-10-10 06:53:13+00:00,200,"""http://arxiv.org/pdf/2210.04456v1""",cs.HC,['cs.HC'],"['DR BRENDAN WALKER-MUNRO', 'DR ZENA ASSAAD']",2022
CrowdChecked: Detecting Previously Fact-Checked Claims in Social Media,2022-10-10 06:05:52+00:00,201,"""http://arxiv.org/pdf/2210.04447v1""",cs.CL,"['cs.CL', 'cs.IR', 'cs.LG', 'cs.SI', '68T50', 'F.2.2; I.2.7']","['MOMCHIL HARDALOV', 'ANTON CHERNYAVSKIY', 'IVAN KOYCHEV', 'DMITRY ILVOVSKY', 'PRESLAV NAKOV']",2022
Dimensional synthesis of spatial manipulators for velocity and force transmission for operation around a specified task point,2022-10-10 06:05:04+00:00,202,"""http://arxiv.org/pdf/2210.04446v1""",cs.RO,['cs.RO'],"['AKKARAPAKAM SUNEESH JACOB', 'BHASKAR DASGUPTA']",2022
Enumerating Stable Nanopores in Graphene and their Geometrical Properties Using the Combinatorics of Hexagonal Lattices,2022-10-10 05:59:41+00:00,203,"""http://arxiv.org/pdf/2210.04445v1""",cond-mat.mtrl-sci,"['cond-mat.mtrl-sci', 'physics.data-an']","['SNEHA THOMAS', 'KEVIN S. SILMORE', 'ANANTH GOVIND RAJAN']",2022
A Simple Baseline that Questions the Use of Pretrained-Models in Continual Learning,2022-10-10 04:19:53+00:00,204,"""http://arxiv.org/pdf/2210.04428v1""",cs.CV,"['cs.CV', 'cs.LG']","['PAUL JANSON', 'WENXUAN ZHANG', 'RAHAF ALJUNDI', 'MOHAMED ELHOSEINY']",2022
Expertise diversity of teams predicts originality and long-term impact in science and technology,2022-10-10 03:51:20+00:00,205,"""http://arxiv.org/pdf/2210.04422v1""",physics.soc-ph,"['physics.soc-ph', 'cs.DL']","['HONGWEI ZHENG', 'WEIHUA LI', 'DASHUN WANG']",2022
Whittaker coefficients of geometric Eisenstein series,2022-10-10 03:37:05+00:00,206,"""http://arxiv.org/pdf/2210.04420v1""",math.RT,['math.RT'],['JEREMY TAYLOR'],2022
Self-explaining Hierarchical Model for Intraoperative Time Series,2022-10-10 03:24:18+00:00,207,"""http://arxiv.org/pdf/2210.04417v1""",cs.LG,['cs.LG'],"['DINGWEN LI', 'BING XUE', 'CHRISTOPHER KING', 'BRADLEY FRITZ', 'MICHAEL AVIDAN', 'JOANNA ABRAHAM', 'CHENYANG LU']",2022
Andreev processes in mesoscopic multi-terminal graphene Josephson junctions,2022-10-10 02:42:06+00:00,208,"""http://arxiv.org/pdf/2210.04408v1""",cond-mat.supr-con,"['cond-mat.supr-con', 'cond-mat.mes-hall']","['FAN ZHANG', 'ASMAUL SMITHA RASHID', 'MOSTAFA TANHAYI AHARI', 'WEI ZHANG', 'KRISHNAN MEKKANAMKULAM ANANTHANARAYANAN', 'RUN XIAO', 'GEORGE J. DE COSTER', 'MATTHEW J. GILBERT', 'NITIN SAMARTH', 'MORTEZA KAYYALHA']",2022
Predicting Blossom Date of Cherry Tree With Support Vector Machine and Recurrent Neural Network,2022-10-10 02:34:53+00:00,209,"""http://arxiv.org/pdf/2210.04406v1""",cs.LG,['cs.LG'],"['HONGYI ZHENG', 'YANYU CHEN', 'ZIHAN ZHANG']",2022
Energy-efficient Reactive and Predictive Connected Cruise Control,2022-10-10 01:59:51+00:00,210,"""http://arxiv.org/pdf/2210.04397v1""",eess.SY,"['eess.SY', 'cs.SY']","['MINGHAO SHEN', 'R. AUSTIN DOLLAR', 'TAMAS G. MOLNAR', 'CHAOZHE R. HE', 'ARDALAN VAHIDI', 'GABOR OROSZ']",2022
Semi-supervised Semantic Segmentation with Prototype-based Consistency Regularization,2022-10-10 01:38:01+00:00,211,"""http://arxiv.org/pdf/2210.04388v1""",cs.CV,['cs.CV'],"['HAI-MING XU', 'LINGQIAO LIU', 'QIUCHEN BIAN', 'ZHEN YANG']",2022
Mechanism of Structural Colors in Binary Mixtures of Nanoparticle-based Supraballs,2022-10-10 00:50:19+00:00,212,"""http://arxiv.org/pdf/2210.04381v1""",cond-mat.soft,"['cond-mat.soft', 'cond-mat.mtrl-sci', 'physics.optics']","['CHRISTIAN M. HEIL', 'ANVAY PATIL', 'BRAM VANTHOURNOUT', 'SARANSHU SINGLA', 'MARKUS BLEUEL', 'JING-JIN SONG', 'ZIYING HU', 'NATHAN C. GIANNESCHI', 'MATTHEW D. SHAWKEY', 'SUNIL K. SINHA', 'ARTHI JAYARAMAN', 'ALI DHINOJWALA']",2022
Physical Implications of the Extrapolation and Statistical Bootstrap of the Nucleon Structure Function Ratio $\frac{F_2^n}{F_2^p}$ for Mirror Nuclei $^3$He and $^3$H},2022-10-09 23:04:54+00:00,213,"""http://arxiv.org/pdf/2210.04372v1""",nucl-th,"['nucl-th', 'hep-ph', 'nucl-ex']","['HANNAH VALENTY', 'JENNIFER RITTENHOUSE WEST', 'FATIHA BENMOKHTAR', 'DOUGLAS W. HIGINBOTHAM', 'ASIA PARKER', 'ERIN SEROKA']",2022
Computational Choreography using Human Motion Synthesis,2022-10-09 22:46:55+00:00,214,"""http://arxiv.org/pdf/2210.04366v1""",cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","['PATRICK PERRINE', 'TREVOR KIRKBY']",2022
Iterative Convex Optimization for Model Predictive Control with Discrete-Time High-Order Control Barrier Functions,2022-10-09 22:12:50+00:00,215,"""http://arxiv.org/pdf/2210.04361v1""",math.OC,"['math.OC', 'cs.RO', 'cs.SY', 'eess.SY', 'math.DS']","['SHUO LIU', 'JUN ZENG', 'KOUSHIL SREENATH', 'CALIN A. BELTA']",2022
The evolution of CNO elements in galaxies,2022-10-09 21:07:46+00:00,216,"""http://arxiv.org/pdf/2210.04350v1""",astro-ph.GA,['astro-ph.GA'],['DONATELLA ROMANO'],2022
Piecewise-linear promotion and RSK in rectangles and moon polyominoes,2022-10-09 19:19:34+00:00,217,"""http://arxiv.org/pdf/2210.04326v1""",math.CO,['math.CO'],"['JOSEPH JOHNSON', 'RICKY INI LIU']",2022
Deep Learning Inference Frameworks Benchmark,2022-10-09 19:16:53+00:00,218,"""http://arxiv.org/pdf/2210.04323v1""",cs.LG,"['cs.LG', 'cs.PF']",['PIERRICK POCHELU'],2022
A Nonlinear Heat Equation Arising from Automated-Vehicle Traffic Flow Models,2022-10-09 19:12:00+00:00,219,"""http://arxiv.org/pdf/2210.04321v1""",math.NA,"['math.NA', 'cs.NA', 'math.AP']","['DIONYSIS THEODOSIS', 'IASSON KARAFYLLIS', 'GEORGE TITAKIS', 'IOANNIS PAPAMICHAIL', 'MARKOS PAPAGEORGIOU']",2022
Prediction interval for neural network models using weighted asymmetric loss functions,2022-10-09 18:58:24+00:00,220,"""http://arxiv.org/pdf/2210.04318v1""",stat.ML,"['stat.ML', 'cs.LG']","['MILO GRILLO', 'AGNIESZKA WERPACHOWSKA']",2022
Equivalency of Optimality Criteria of Markov Decision Process and Model Predictive Control,2022-10-09 16:52:32+00:00,221,"""http://arxiv.org/pdf/2210.04302v1""",eess.SY,"['eess.SY', 'cs.SY']","['ARASH BAHARI KORDABAD', 'MARIO ZANON', 'SEBASTIEN GROS']",2022
Improved Abdominal Multi-Organ Segmentation via 3D Boundary-Constrained Deep Neural Networks,2022-10-09 15:31:19+00:00,222,"""http://arxiv.org/pdf/2210.04285v1""",eess.IV,"['eess.IV', 'cs.CV', 'cs.LG']","['SAMRA IRSHAD', 'DOUGLAS P. S. GOMES', 'SEONG TAE KIM']",2022
Cutting sequence and Sturmian sequence in billiard,2022-10-09 15:28:05+00:00,223,"""http://arxiv.org/pdf/2210.04283v1""",math.DS,['math.DS'],['ZHIYU LIU'],2022
Does Thermal Really Always Matter for RGB-T Salient Object Detection?,2022-10-09 13:50:12+00:00,224,"""http://arxiv.org/pdf/2210.04266v1""",cs.CV,['cs.CV'],"['RUNMIN CONG', 'KEPU ZHANG', 'CHEN ZHANG', 'FENG ZHENG', 'YAO ZHAO', 'QINGMING HUANG', 'SAM KWONG']",2022
CAGroup3D: Class-Aware Grouping for 3D Object Detection on Point Clouds,2022-10-09 13:38:48+00:00,225,"""http://arxiv.org/pdf/2210.04264v1""",cs.CV,['cs.CV'],"['HAIYANG WANG', 'LIHE DING', 'SHAOCONG DONG', 'SHAOSHUAI SHI', 'AOXUE LI', 'JIANAN LI', 'ZHENGUO LI', 'LIWEI WANG']",2022
Temperature Dependence of the Electron-Drift Anisotropy and Implications for the Electron-Drift Model,2022-10-09 13:13:58+00:00,226,"""http://arxiv.org/pdf/2210.04256v1""",physics.ins-det,"['physics.ins-det', 'nucl-ex']","['IRIS ABT', 'CHRIS GOOCH', 'FELIX HAGEMANN', 'LUKAS HAUERTMANN', 'DAVID HERVAS AGUILAR', 'XIANG LIU', 'OLIVER SCHULZ', 'MARTIN SCHUSTER', 'ANNA JULIA ZSIGMOND']",2022
Unsupervised Cross-Modality Domain Adaptation for Vestibular Schwannoma Segmentation and Koos Grade Prediction based on Semi-Supervised Contrastive Learning,2022-10-09 13:12:20+00:00,227,"""http://arxiv.org/pdf/2210.04255v1""",cs.CV,['cs.CV'],"['LUYI HAN', 'YUNZHI HUANG', 'TAO TAN', 'RITSE MANN']",2022
Precise Single-stage Detector,2022-10-09 12:58:37+00:00,228,"""http://arxiv.org/pdf/2210.04252v1""",cs.CV,"['cs.CV', 'cs.AI', 'cs.LG']","['AISHA CHANDIO', 'GONG GUI', 'TEERATH KUMAR', 'IRFAN ULLAH', 'RAMIN RANJBARZADEH', 'ARUNABHA M ROY', 'AKHTAR HUSSAIN', 'YAO SHEN']",2022
Residual Neural Networks for the Prediction of Planetary Collision Outcomes,2022-10-09 12:42:43+00:00,229,"""http://arxiv.org/pdf/2210.04248v1""",astro-ph.EP,"['astro-ph.EP', 'cs.LG', 'stat.ML', '70F16', 'E.1; I.6.6; I.2.0']","['PHILIP M. WINTER', 'CHRISTOPH BURGER', 'SEBASTIAN LEHNER', 'JOHANNES KOFLER', 'THOMAS I. MAINDL', 'CHRISTOPH M. SCHÄFER']",2022
Hyperactive Learning (HAL) for Data-Driven Interatomic Potentials,2022-10-09 11:05:53+00:00,230,"""http://arxiv.org/pdf/2210.04225v1""",physics.comp-ph,"['physics.comp-ph', 'stat.ML']","['CAS VAN DER OORD', 'MATTHIAS SACHS', 'DÁVID PÉTER KOVÁCS', 'CHRISTOPH ORTNER', 'GÁBOR CSÁNYI']",2022
Data augmentation for NeRF: a geometric consistent solution based on view morphing,2022-10-09 09:59:46+00:00,231,"""http://arxiv.org/pdf/2210.04214v1""",cs.CV,"['cs.CV', 'cs.GR']","['MATTEO BORTOLON', 'ALESSIO DEL BUE', 'FABIO POIESI']",2022
Decomposed Mutual Information Optimization for Generalized Context in Meta-Reinforcement Learning,2022-10-09 09:44:23+00:00,232,"""http://arxiv.org/pdf/2210.04209v1""",cs.LG,['cs.LG'],"['YAO MU', 'YUZHENG ZHUANG', 'FEI NI', 'BIN WANG', 'JIANYU CHEN', 'JIANYE HAO', 'PING LUO']",2022
Baryonic Effects on Lagrangian Clustering and Angular Momentum Reconstruction,2022-10-09 09:04:02+00:00,233,"""http://arxiv.org/pdf/2210.04203v1""",astro-ph.CO,"['astro-ph.CO', 'astro-ph.GA']","['MING-JIE SHENG', 'HAO-RAN YU', 'SIJIA LI', 'SHIHONG LIAO', 'MIN DU', 'YUNCHONG WANG', 'PENG WANG', 'KUN XU', 'SHY GENEL', 'DIMITRIOS IRODOTOU']",2022
Super-Resolution by Predicting Offsets: An Ultra-Efficient Super-Resolution Network for Rasterized Images,2022-10-09 08:16:36+00:00,234,"""http://arxiv.org/pdf/2210.04198v1""",eess.IV,"['eess.IV', 'cs.CV']","['JINJIN GU', 'HAOMING CAI', 'CHENYU DONG', 'RUOFAN ZHANG', 'YULUN ZHANG', 'WENMING YANG', 'CHUN YUAN']",2022
Quasi-Monolithic Graph Neural Network for Fluid-Structure Interaction,2022-10-09 07:42:23+00:00,235,"""http://arxiv.org/pdf/2210.04193v1""",physics.flu-dyn,"['physics.flu-dyn', 'cs.LG']","['RUI GAO', 'RAJEEV JAIMAN']",2022
MAMO: Masked Multimodal Modeling for Fine-Grained Vision-Language Representation Learning,2022-10-09 06:31:15+00:00,236,"""http://arxiv.org/pdf/2210.04183v1""",cs.CV,"['cs.CV', 'cs.CL', 'cs.LG', 'cs.MM']","['ZIJIA ZHAO', 'LONGTENG GUO', 'XINGJIAN HE', 'SHUAI SHAO', 'ZEHUAN YUAN', 'JING LIU']",2022
Test-time Recalibration of Conformal Predictors Under Distribution Shift Based on Unlabeled Examples,2022-10-09 04:46:00+00:00,237,"""http://arxiv.org/pdf/2210.04166v1""",cs.LG,"['cs.LG', 'stat.ML']","['FATIH FURKAN YILMAZ', 'REINHARD HECKEL']",2022
Neural Extended Kalman Filters for Learning and Predicting Dynamics of Structural Systems,2022-10-09 04:39:15+00:00,238,"""http://arxiv.org/pdf/2210.04165v1""",cs.LG,"['cs.LG', 'cs.CE', 'nlin.CD', 'stat.ML']","['WEI LIU', 'ZHILU LAI', 'KIRAN BACSA', 'ELENI CHATZI']",2022
Regular graphs with a complete bipartite graph as a star complement,2022-10-09 04:01:11+00:00,239,"""http://arxiv.org/pdf/2210.04160v1""",math.CO,"['math.CO', '05C50']","['XIAONA FANG', 'LIHUA YOU', 'RANGWEI WU', 'YUFEI HUANG']",2022
Self-supervised Video Representation Learning with Motion-Aware Masked Autoencoders,2022-10-09 03:22:15+00:00,240,"""http://arxiv.org/pdf/2210.04154v1""",cs.CV,['cs.CV'],"['HAOSEN YANG', 'DENG HUANG', 'BIN WEN', 'JIANNAN WU', 'HONGXUN YAO', 'YI JIANG', 'XIATIAN ZHU', 'ZEHUAN YUAN']",2022
A Contextual Bandit Approach for Value-oriented Prediction Interval Forecasting,2022-10-09 03:04:31+00:00,241,"""http://arxiv.org/pdf/2210.04152v1""",eess.SY,"['eess.SY', 'cs.SY', 'stat.AP']","['YUFAN ZHANG', 'HONGLIN WEN', 'QIUWEI WU']",2022
